Dataset_ID,Category,Obsdimension_Id,Obsdimension_Value,Obsvalue_Value,Source,Last_Updated
124_1156,istruzione,,2022,10099052492,ISTAT,2025-07-15
124_1156,istruzione,,2016,163867202,ISTAT,2025-07-15
124_1156,istruzione,,2017,170923649,ISTAT,2025-07-15
124_1156,istruzione,,2018,122118490,ISTAT,2025-07-15
124_1156,istruzione,,2019,112904574,ISTAT,2025-07-15
124_1156,istruzione,,2020,114305287,ISTAT,2025-07-15
124_1156,istruzione,,2021,110262983,ISTAT,2025-07-15
124_1156,istruzione,,2022,116779595,ISTAT,2025-07-15
124_1156,istruzione,,2016,163867202,ISTAT,2025-07-15
124_1156,istruzione,,2017,170923649,ISTAT,2025-07-15
124_1156,istruzione,,2018,122118490,ISTAT,2025-07-15
124_1156,istruzione,,2019,112904574,ISTAT,2025-07-15
124_1156,istruzione,,2020,114305287,ISTAT,2025-07-15
124_1156,istruzione,,2021,110262983,ISTAT,2025-07-15
124_1156,istruzione,,2022,116779595,ISTAT,2025-07-15
124_1156,istruzione,,2016,42563488,ISTAT,2025-07-15
124_1156,istruzione,,2017,14711382,ISTAT,2025-07-15
124_1156,istruzione,,2018,14230682,ISTAT,2025-07-15
124_1156,istruzione,,2019,14881038,ISTAT,2025-07-15
124_1156,istruzione,,2020,23245456,ISTAT,2025-07-15
124_1156,istruzione,,2021,24122536,ISTAT,2025-07-15
124_1156,istruzione,,2022,26193883,ISTAT,2025-07-15
124_1156,istruzione,,2016,42563488,ISTAT,2025-07-15
124_1156,istruzione,,2017,14711382,ISTAT,2025-07-15
124_1156,istruzione,,2018,14230682,ISTAT,2025-07-15
124_1156,istruzione,,2019,14881038,ISTAT,2025-07-15
124_1156,istruzione,,2020,23245456,ISTAT,2025-07-15
124_1156,istruzione,,2021,24122536,ISTAT,2025-07-15
124_1156,istruzione,,2022,26193883,ISTAT,2025-07-15
124_1156,istruzione,,2016,6913146544,ISTAT,2025-07-15
124_1156,istruzione,,2017,7999588363,ISTAT,2025-07-15
124_1156,istruzione,,2018,8827127034,ISTAT,2025-07-15
124_1156,istruzione,,2019,10209425943,ISTAT,2025-07-15
124_1156,istruzione,,2020,11560094802,ISTAT,2025-07-15
124_1156,istruzione,,2021,12083761399,ISTAT,2025-07-15
124_1156,istruzione,,2022,12306307685,ISTAT,2025-07-15
124_1156,istruzione,,2016,6913146544,ISTAT,2025-07-15
124_1156,istruzione,,2017,7999588363,ISTAT,2025-07-15
124_1156,istruzione,,2018,8827127034,ISTAT,2025-07-15
124_1156,istruzione,,2019,10209425943,ISTAT,2025-07-15
124_1156,istruzione,,2020,11560094802,ISTAT,2025-07-15
124_1156,istruzione,,2021,12083761399,ISTAT,2025-07-15
124_1156,istruzione,,2022,12306307685,ISTAT,2025-07-15
124_1156,istruzione,,2016,81286843,ISTAT,2025-07-15
124_1156,istruzione,,2017,91008659,ISTAT,2025-07-15
124_1156,istruzione,,2018,106959701,ISTAT,2025-07-15
124_1156,istruzione,,2019,124854756,ISTAT,2025-07-15
124_1156,istruzione,,2020,123870075,ISTAT,2025-07-15
124_1156,istruzione,,2021,127957886,ISTAT,2025-07-15
124_1156,istruzione,,2022,134463527,ISTAT,2025-07-15
124_1156,istruzione,,2016,81286843,ISTAT,2025-07-15
124_1156,istruzione,,2017,91008659,ISTAT,2025-07-15
124_1156,istruzione,,2018,106959701,ISTAT,2025-07-15
124_1156,istruzione,,2019,124854756,ISTAT,2025-07-15
124_1156,istruzione,,2020,123870075,ISTAT,2025-07-15
124_1156,istruzione,,2021,127957886,ISTAT,2025-07-15
124_1156,istruzione,,2022,134463527,ISTAT,2025-07-15
124_1156,istruzione,,2016,21901452908,ISTAT,2025-07-15
124_1156,istruzione,,2017,23287959962,ISTAT,2025-07-15
124_1156,istruzione,,2018,24515112223,ISTAT,2025-07-15
124_1156,istruzione,,2019,25809772097,ISTAT,2025-07-15
124_1156,istruzione,,2020,27396304262,ISTAT,2025-07-15
124_1156,istruzione,,2021,28976573124,ISTAT,2025-07-15
124_1156,istruzione,,2022,32117670635,ISTAT,2025-07-15
124_1156,istruzione,,2016,21901452908,ISTAT,2025-07-15
124_1156,istruzione,,2017,23287959962,ISTAT,2025-07-15
124_1156,istruzione,,2018,24515112223,ISTAT,2025-07-15
124_1156,istruzione,,2019,25809772097,ISTAT,2025-07-15
124_1156,istruzione,,2020,27396304262,ISTAT,2025-07-15
124_1156,istruzione,,2021,28976573124,ISTAT,2025-07-15
124_1156,istruzione,,2022,32117670635,ISTAT,2025-07-15
124_1156,istruzione,,2016,1356616635,ISTAT,2025-07-15
124_1156,istruzione,,2017,1268049077,ISTAT,2025-07-15
124_1156,istruzione,,2018,1319124180,ISTAT,2025-07-15
124_1156,istruzione,,2019,1360305800,ISTAT,2025-07-15
124_1156,istruzione,,2020,1267936686,ISTAT,2025-07-15
124_1156,istruzione,,2021,1270078821,ISTAT,2025-07-15
124_1156,istruzione,,2022,1232599829,ISTAT,2025-07-15
124_1156,istruzione,,2016,1356616635,ISTAT,2025-07-15
124_1156,istruzione,,2017,1268049077,ISTAT,2025-07-15
124_1156,istruzione,,2018,1319124180,ISTAT,2025-07-15
124_1156,istruzione,,2019,1360305800,ISTAT,2025-07-15
124_1156,istruzione,,2020,1267936686,ISTAT,2025-07-15
124_1156,istruzione,,2021,1270078821,ISTAT,2025-07-15
124_1156,istruzione,,2022,1232599829,ISTAT,2025-07-15
124_1156,istruzione,,2016,10566612929,ISTAT,2025-07-15
124_1156,istruzione,,2017,10756994787,ISTAT,2025-07-15
124_1156,istruzione,,2018,10541294145,ISTAT,2025-07-15
124_1156,istruzione,,2019,10669519535,ISTAT,2025-07-15
124_1156,istruzione,,2020,10841290274,ISTAT,2025-07-15
124_1156,istruzione,,2021,10938163597,ISTAT,2025-07-15
124_1156,istruzione,,2022,11300823249,ISTAT,2025-07-15
124_1156,istruzione,,2016,10566612929,ISTAT,2025-07-15
124_1156,istruzione,,2017,10756994787,ISTAT,2025-07-15
124_1156,istruzione,,2018,10541294145,ISTAT,2025-07-15
124_1156,istruzione,,2019,10669519535,ISTAT,2025-07-15
124_1156,istruzione,,2020,10841290274,ISTAT,2025-07-15
124_1156,istruzione,,2021,10938163597,ISTAT,2025-07-15
124_1156,istruzione,,2022,11300823249,ISTAT,2025-07-15
124_1156,istruzione,,2016,10941598778,ISTAT,2025-07-15
124_1156,istruzione,,2017,12100482513,ISTAT,2025-07-15
124_1156,istruzione,,2018,13441346378,ISTAT,2025-07-15
124_1156,istruzione,,2019,14517965203,ISTAT,2025-07-15
124_1156,istruzione,,2020,16093181966,ISTAT,2025-07-15
124_1156,istruzione,,2021,17516362493,ISTAT,2025-07-15
124_1156,istruzione,,2022,20186439131,ISTAT,2025-07-15
124_1156,istruzione,,2016,10941598778,ISTAT,2025-07-15
124_1156,istruzione,,2017,12100482513,ISTAT,2025-07-15
124_1156,istruzione,,2018,13441346378,ISTAT,2025-07-15
124_1156,istruzione,,2019,14517965203,ISTAT,2025-07-15
124_1156,istruzione,,2020,16093181966,ISTAT,2025-07-15
124_1156,istruzione,,2021,17516362493,ISTAT,2025-07-15
124_1156,istruzione,,2022,20186439131,ISTAT,2025-07-15
124_1156,istruzione,,2016,3981019740,ISTAT,2025-07-15
124_1156,istruzione,,2017,4081067912,ISTAT,2025-07-15
124_1156,istruzione,,2018,4594979677,ISTAT,2025-07-15
124_1156,istruzione,,2019,4287249111,ISTAT,2025-07-15
124_1156,istruzione,,2020,4504874278,ISTAT,2025-07-15
124_1156,istruzione,,2021,5403719081,ISTAT,2025-07-15
124_1156,istruzione,,2022,7849500987,ISTAT,2025-07-15
124_1156,istruzione,,2016,3981019740,ISTAT,2025-07-15
124_1156,istruzione,,2017,4081067912,ISTAT,2025-07-15
124_1156,istruzione,,2018,4594979677,ISTAT,2025-07-15
124_1156,istruzione,,2019,4287249111,ISTAT,2025-07-15
124_1156,istruzione,,2020,4504874278,ISTAT,2025-07-15
124_1156,istruzione,,2021,5403719081,ISTAT,2025-07-15
124_1156,istruzione,,2022,7849500987,ISTAT,2025-07-15
124_1156,istruzione,,2016,4869006,ISTAT,2025-07-15
124_1156,istruzione,,2017,5114856,ISTAT,2025-07-15
124_1156,istruzione,,2018,5008985,ISTAT,2025-07-15
124_1156,istruzione,,2019,6409111,ISTAT,2025-07-15
124_1156,istruzione,,2020,4967430,ISTAT,2025-07-15
124_1156,istruzione,,2021,4759477,ISTAT,2025-07-15
124_1156,istruzione,,2022,4436576,ISTAT,2025-07-15
124_1156,istruzione,,2016,4869006,ISTAT,2025-07-15
124_1156,istruzione,,2017,5114856,ISTAT,2025-07-15
124_1156,istruzione,,2018,5008985,ISTAT,2025-07-15
124_1156,istruzione,,2019,6409111,ISTAT,2025-07-15
124_1156,istruzione,,2020,4967430,ISTAT,2025-07-15
124_1156,istruzione,,2021,4759477,ISTAT,2025-07-15
124_1156,istruzione,,2022,4436576,ISTAT,2025-07-15
124_1156,istruzione,,2016,311954358,ISTAT,2025-07-15
124_1156,istruzione,,2017,339474003,ISTAT,2025-07-15
124_1156,istruzione,,2018,425511999,ISTAT,2025-07-15
124_1156,istruzione,,2019,497432603,ISTAT,2025-07-15
124_1156,istruzione,,2020,337961947,ISTAT,2025-07-15
124_1156,istruzione,,2021,394089148,ISTAT,2025-07-15
124_1156,istruzione,,2022,495944728,ISTAT,2025-07-15
124_1156,istruzione,,2016,311954358,ISTAT,2025-07-15
124_1156,istruzione,,2017,339474003,ISTAT,2025-07-15
124_1156,istruzione,,2018,425511999,ISTAT,2025-07-15
124_1156,istruzione,,2019,497432603,ISTAT,2025-07-15
124_1156,istruzione,,2020,337961947,ISTAT,2025-07-15
124_1156,istruzione,,2021,394089148,ISTAT,2025-07-15
124_1156,istruzione,,2022,495944728,ISTAT,2025-07-15
124_1156,istruzione,,2016,10008961803,ISTAT,2025-07-15
124_1156,istruzione,,2017,10954300919,ISTAT,2025-07-15
124_1156,istruzione,,2018,11067433029,ISTAT,2025-07-15
124_1156,istruzione,,2019,11508573905,ISTAT,2025-07-15
124_1156,istruzione,,2020,12399217642,ISTAT,2025-07-15
124_1156,istruzione,,2021,13335243816,ISTAT,2025-07-15
124_1156,istruzione,,2022,14101760500,ISTAT,2025-07-15
124_1156,istruzione,,2016,10008961803,ISTAT,2025-07-15
124_1156,istruzione,,2017,10954300919,ISTAT,2025-07-15
124_1156,istruzione,,2018,11067433029,ISTAT,2025-07-15
124_1156,istruzione,,2019,11508573905,ISTAT,2025-07-15
124_1156,istruzione,,2020,12399217642,ISTAT,2025-07-15
124_1156,istruzione,,2021,13335243816,ISTAT,2025-07-15
124_1156,istruzione,,2022,14101760500,ISTAT,2025-07-15
124_1156,istruzione,,2016,3410639905,ISTAT,2025-07-15
124_1156,istruzione,,2017,3312143110,ISTAT,2025-07-15
124_1156,istruzione,,2018,3091493972,ISTAT,2025-07-15
124_1156,istruzione,,2019,3100961808,ISTAT,2025-07-15
124_1156,istruzione,,2020,3096740080,ISTAT,2025-07-15
124_1156,istruzione,,2021,3095713510,ISTAT,2025-07-15
124_1156,istruzione,,2022,3095784185,ISTAT,2025-07-15
124_1156,istruzione,,2016,3410639905,ISTAT,2025-07-15
124_1156,istruzione,,2017,3312143110,ISTAT,2025-07-15
124_1156,istruzione,,2018,3091493972,ISTAT,2025-07-15
124_1156,istruzione,,2019,3100961808,ISTAT,2025-07-15
124_1156,istruzione,,2020,3096740080,ISTAT,2025-07-15
124_1156,istruzione,,2021,3095713510,ISTAT,2025-07-15
124_1156,istruzione,,2022,3095784185,ISTAT,2025-07-15
124_1156,istruzione,,2016,4516051886,ISTAT,2025-07-15
124_1156,istruzione,,2017,5189132765,ISTAT,2025-07-15
124_1156,istruzione,,2018,5447420777,ISTAT,2025-07-15
124_1156,istruzione,,2019,5933484490,ISTAT,2025-07-15
124_1156,istruzione,,2020,6259893376,ISTAT,2025-07-15
124_1156,istruzione,,2021,6878398393,ISTAT,2025-07-15
124_1156,istruzione,,2022,7933649750,ISTAT,2025-07-15
124_1156,istruzione,,2016,4516051886,ISTAT,2025-07-15
124_1156,istruzione,,2017,5189132765,ISTAT,2025-07-15
124_1156,istruzione,,2018,5447420777,ISTAT,2025-07-15
124_1156,istruzione,,2019,5933484490,ISTAT,2025-07-15
124_1156,istruzione,,2020,6259893376,ISTAT,2025-07-15
124_1156,istruzione,,2021,6878398393,ISTAT,2025-07-15
124_1156,istruzione,,2022,7933649750,ISTAT,2025-07-15
124_1156,istruzione,,2016,2082270012,ISTAT,2025-07-15
124_1156,istruzione,,2017,2453025044,ISTAT,2025-07-15
124_1156,istruzione,,2018,2528518280,ISTAT,2025-07-15
124_1156,istruzione,,2019,2474127607,ISTAT,2025-07-15
124_1156,istruzione,,2020,3042584186,ISTAT,2025-07-15
124_1156,istruzione,,2021,3361131913,ISTAT,2025-07-15
124_1156,istruzione,,2022,3072326565,ISTAT,2025-07-15
124_1156,istruzione,,2016,2082270012,ISTAT,2025-07-15
124_1156,istruzione,,2017,2453025044,ISTAT,2025-07-15
124_1156,istruzione,,2018,2528518280,ISTAT,2025-07-15
124_1156,istruzione,,2019,2474127607,ISTAT,2025-07-15
124_1156,istruzione,,2020,3042584186,ISTAT,2025-07-15
124_1156,istruzione,,2021,3361131913,ISTAT,2025-07-15
124_1156,istruzione,,2022,3072326565,ISTAT,2025-07-15
124_1156,istruzione,,2016,34368044,ISTAT,2025-07-15
124_1156,istruzione,,2017,37394113,ISTAT,2025-07-15
124_1156,istruzione,,2018,38327301,ISTAT,2025-07-15
124_1156,istruzione,,2019,38859653,ISTAT,2025-07-15
124_1156,istruzione,,2020,36908761,ISTAT,2025-07-15
124_1156,istruzione,,2021,34196611,ISTAT,2025-07-15
124_1156,istruzione,,2022,33386783,ISTAT,2025-07-15
124_1156,istruzione,,2016,34368044,ISTAT,2025-07-15
124_1156,istruzione,,2017,37394113,ISTAT,2025-07-15
124_1156,istruzione,,2018,38327301,ISTAT,2025-07-15
124_1156,istruzione,,2019,38859653,ISTAT,2025-07-15
124_1156,istruzione,,2020,36908761,ISTAT,2025-07-15
124_1156,istruzione,,2021,34196611,ISTAT,2025-07-15
124_1156,istruzione,,2022,33386783,ISTAT,2025-07-15
124_1156,istruzione,,2016,2227201153,ISTAT,2025-07-15
124_1156,istruzione,,2017,2219928605,ISTAT,2025-07-15
124_1156,istruzione,,2018,2279309537,ISTAT,2025-07-15
124_1156,istruzione,,2019,2379046020,ISTAT,2025-07-15
124_1156,istruzione,,2020,2386718182,ISTAT,2025-07-15
124_1156,istruzione,,2021,2333466637,ISTAT,2025-07-15
124_1156,istruzione,,2022,2686613238,ISTAT,2025-07-15
124_1156,istruzione,,2016,2227201153,ISTAT,2025-07-15
124_1156,istruzione,,2017,2219928605,ISTAT,2025-07-15
124_1156,istruzione,,2018,2279309537,ISTAT,2025-07-15
124_1156,istruzione,,2019,2379046020,ISTAT,2025-07-15
124_1156,istruzione,,2020,2386718182,ISTAT,2025-07-15
124_1156,istruzione,,2021,2333466637,ISTAT,2025-07-15
124_1156,istruzione,,2022,2686613238,ISTAT,2025-07-15
124_1156,istruzione,,2016,5885655435,ISTAT,2025-07-15
124_1156,istruzione,,2017,6173294356,ISTAT,2025-07-15
124_1156,istruzione,,2018,6232090509,ISTAT,2025-07-15
124_1156,istruzione,,2019,6464080062,ISTAT,2025-07-15
124_1156,istruzione,,2020,6776769210,ISTAT,2025-07-15
124_1156,istruzione,,2021,6769927285,ISTAT,2025-07-15
124_1156,istruzione,,2022,7201301181,ISTAT,2025-07-15
124_1156,istruzione,,2016,5885655435,ISTAT,2025-07-15
124_1156,istruzione,,2017,6173294356,ISTAT,2025-07-15
124_1156,istruzione,,2018,6232090509,ISTAT,2025-07-15
124_1156,istruzione,,2019,6464080062,ISTAT,2025-07-15
124_1156,istruzione,,2020,6776769210,ISTAT,2025-07-15
124_1156,istruzione,,2021,6769927285,ISTAT,2025-07-15
124_1156,istruzione,,2022,7201301181,ISTAT,2025-07-15
124_1156,istruzione,,2016,2388649838,ISTAT,2025-07-15
124_1156,istruzione,,2017,2634992892,ISTAT,2025-07-15
124_1156,istruzione,,2018,3578827667,ISTAT,2025-07-15
124_1156,istruzione,,2019,4058906657,ISTAT,2025-07-15
124_1156,istruzione,,2020,4528753781,ISTAT,2025-07-15
124_1156,istruzione,,2021,5233659954,ISTAT,2025-07-15
124_1156,istruzione,,2022,6862009104,ISTAT,2025-07-15
124_1156,istruzione,,2016,2388649838,ISTAT,2025-07-15
124_1156,istruzione,,2017,2634992892,ISTAT,2025-07-15
124_1156,istruzione,,2018,3578827667,ISTAT,2025-07-15
124_1156,istruzione,,2019,4058906657,ISTAT,2025-07-15
124_1156,istruzione,,2020,4528753781,ISTAT,2025-07-15
124_1156,istruzione,,2021,5233659954,ISTAT,2025-07-15
124_1156,istruzione,,2022,6862009104,ISTAT,2025-07-15
